train_loss,train_f1,val_loss,val_f1
1.741247091188859,0.3264281550120816,1.5703216662545423,0.36069421651644806
1.4791479739596898,0.45968924510468073,1.8000781517965336,0.3521879788765435
1.3693865367134235,0.5025641672620543,2.1203267729298867,0.2283887190572641
1.322077229129295,0.5231274159314198,1.4946394650932828,0.49443838850447097
1.269754011935243,0.5473598882609012,1.6079778263183055,0.4005852525446164
1.2415689709119968,0.5576706254526104,1.5656717334710382,0.4692444125864905
1.2141982332973307,0.572856754567538,1.6244529512083548,0.4205959909407788
1.1733655622575299,0.5914445338635947,1.3977218430236826,0.5181369385506869
1.1597473466309882,0.5940499474651857,1.4499121575434673,0.4874112013829876
1.1312503383733887,0.6029868418024467,1.3223850323121742,0.5491303647650996
1.113220214475877,0.6207890938549934,1.3353196643859684,0.5230516516279794
1.087110830004468,0.6190402862325911,1.4169144188549838,0.4927984027364519
1.0589861151907587,0.6296764853775688,1.56993456747522,0.46995118153447984
1.0433974246187097,0.6389784226048978,1.3643432742662285,0.5445534039844193
1.0217331148301207,0.6484706749541976,1.3889743171292221,0.49343558458903236
0.9957300095697222,0.654811574104694,1.3276885264806892,0.5372814910080501
0.9052612015888695,0.6829965859055103,1.3017976979826826,0.559312892808413
0.8738115721325727,0.6964272617169852,1.4021320945659284,0.5310878462181152
0.8595150918288099,0.7031583825446136,1.342976455701667,0.561416248826774
0.8379642813868994,0.7070198703881417,1.3851848123479187,0.5332106317067518
0.8133114979988519,0.7150550488169782,1.4782452570122473,0.543755935769984
0.7894922840964957,0.7223948292938247,1.3761676586185418,0.5480246502820557
0.7678061022267005,0.7314730278527923,1.7335426405092822,0.4956397260764249
0.7631419318139121,0.7278385442021065,1.4716991846492182,0.5673476838032809
0.7281424692017008,0.7444770144536348,1.5310940120889602,0.5035760938494258
0.7234443833091858,0.7471423674130622,1.6265548221138337,0.4929901319905539
0.7033654567894055,0.7519635741009894,1.6865101090605328,0.5317647140504513
0.6879220580524951,0.7620247592260088,1.5016831738325571,0.547862384831163
0.6569465674141494,0.7704879487542999,1.7388348309001158,0.5227454681979764
0.6312468094215811,0.774311790631962,1.6081359216616196,0.4920538930812043
0.5567148597478462,0.8063011907569243,1.4649745342147795,0.5562754133292602
0.5289598467393783,0.8140657990379673,1.6613290142551334,0.5039420267562011
0.5184050374143452,0.8167189787975465,1.566270183972798,0.5535158049328541
0.5009273954829101,0.8253923396680898,1.6252428829092866,0.5588141393407788
0.4872909438056428,0.8274991275689156,1.7388614928079345,0.533706892674395
0.48027780561457445,0.8292889634334311,1.6987424790447019,0.5372836951725939
0.42751507309553266,0.8517174438326574,1.6646086932217927,0.5529832134883874
0.42096568350438035,0.8542942211749992,1.6912991255315672,0.556881364607211
0.4035146555365686,0.8585767426377043,1.7220274732650398,0.532892030997949
