train_loss,train_f1,val_loss,val_f1
1.6864055680105485,0.35109626050433473,2.8841545146128853,0.1456017537551585
1.45963576175685,0.4623949814714737,2.190986586706287,0.22387416584095443
1.3736761519225373,0.5011351016461052,1.6058759834560645,0.4362564976853581
1.316537912815186,0.5338639432414406,1.6349888695073007,0.39029415166789605
1.266803999214521,0.554299889508805,1.6074436019519864,0.41712199690920837
1.2191298442139191,0.5660515802819968,1.6782129246571342,0.43912439189816577
1.2014871131223417,0.5784929439558788,1.7504227088792674,0.422024091088095
1.2008325739932786,0.5806873931677112,1.611288655227816,0.46897417407238357
1.1527495957317744,0.5978045907920893,1.8361333687293349,0.3985712047909042
1.1400432756924004,0.600186059280067,1.6379957743707647,0.4367180897649433
1.1142968473712722,0.6130018754143214,1.6901097467102981,0.43351864818361346
1.0833208263810938,0.6204157797601288,1.7386764826508343,0.4387358246861375
1.0614013348968487,0.6320643024992784,1.4566805883107452,0.4728028705678913
1.0453241717775585,0.6398287927506359,1.6724167408676922,0.45620174591064155
1.0225834978089892,0.6454980730516249,1.8108320611382498,0.46154204980369934
0.990260428128416,0.6532473406994808,1.6274990938641698,0.476874184418073
0.976030698705168,0.654693240347578,1.5026259809581157,0.5019218545604796
0.9540395312892634,0.6668404697447765,2.0059962079004587,0.4016608062621836
0.9363161241637318,0.672543309824303,1.668207889886072,0.49312089414089355
0.9303201967036709,0.6752005350764111,1.6775179357092997,0.5078795807148638
0.9047568925740032,0.6848110104386265,1.5481103676829846,0.470806255793413
0.8673085601871683,0.6955463900877639,1.7712768685394131,0.4707893436339119
0.8610287400053892,0.7005763580397291,1.8997900243943113,0.4481718968700099
0.8281649097048518,0.7054549842422357,1.665216322477699,0.46530591153781464
0.8050886833263337,0.7169755786784994,1.7499700693914733,0.4764339028009268
0.789197324868308,0.7220981592063399,1.7765124449270027,0.4826143879870859
0.6860763307593372,0.7646344040631275,1.8657112303119021,0.4978450100200582
0.6443247974683749,0.776400148491748,1.8952573689107362,0.4885311655869195
0.6119137837642064,0.7819456815756736,1.6969770937401631,0.5118773577848247
0.5895940950705142,0.7885575293650319,1.9877865193458983,0.47117839407498285
0.5805745303557489,0.7951806213179378,2.1051625660833366,0.4579597872134525
0.5643381343132625,0.804554277736724,1.8781203461177458,0.49278519369113116
0.5387799507873007,0.8066580011912512,1.9572659979011806,0.4808036190484748
0.519119184535592,0.8170239540163233,1.9788158750776106,0.4862142093081606
0.50372672624759,0.8177581718303328,2.237578296419328,0.4754377811015341
0.42206546367733944,0.8525970633930224,2.1273124266396923,0.496533269559819
0.39254339851568654,0.8621845147269545,2.093560586726,0.48538352870545515
0.3874427822514606,0.8638303164819928,2.153315478775102,0.4949767182008251
0.3691339998164355,0.8691813425629622,2.079516550005995,0.5035746386741644
0.36645438125408436,0.870625700258788,2.306646901338839,0.49067642963538444
0.34587537938502033,0.879649718619437,2.3633113101049124,0.4862407362706701
0.30343828892368363,0.8903700358428158,2.30291485423364,0.5055470220590137
0.2989630195729488,0.8978434161433455,2.3358516148504265,0.49845714776234284
0.2878360166493525,0.9014176607202387,2.444360723350254,0.4968516368514908
